id,sentiment,airline,tweetedby,text,tweet_id,tweet_location
681448228,1,1,NorthTxHomeTeam,@VirginAmerica this is great news!  America could start flights to Hawaii by end of year http://t.co/r8p2Zy3fe4 via @Pacificbiznews,5.70E+17,Texas
681448230,0,1,miaerolinea,Nice RT @VirginAmerica: Vibe with the moodlight from takeoff to touchdown. #MoodlitMonday #ScienceBehindTheExperience http://t.co/Y7O0uNxTQP,5.70E+17,Worldwide
681448235,1,1,Nicsplace,@VirginAmerica Moodlighting is the only way to fly! Best experience EVER! Cool and calming. _Ÿ’œâœˆ #MoodlitMonday,5.70E+17,Central Texas
681448239,1,1,Nicsplace,"@VirginAmerica @freddieawards Done and done! Best airline around, hands down!",5.70E+17,Central Texas
681448241,0,1,elisha_malulani,@VirginAmerica when can I book my flight to Hawaii??,5.70E+17,i'm creating a monster 
681448243,-1,1,DannyDouglass,@VirginAmerica Your chat support is not working on your site: http://t.co/vhp2GtDWPk,5.70E+17,"San Francisco, CA"
681448245,1,1,jamesferrandini,"@VirginAmerica View of downtown Los Angeles, the Hollywood Sign, and beyond that rain in the mountains! http://t.co/Dw5nf0ibtr",5.70E+17,
681448247,-1,1,will_lenzenjr,"@VirginAmerica Hey, first time flyer next week - excited! But I'm having a hard time getting my flights added to my Elevate account. Help?",5.70E+17,Iowa City
681448249,0,1,GottAmanda,@VirginAmerica plz help me win my bid upgrade for my flight 2/27 LAX---&gt;SEA!!!  _Ÿç·_Ÿ‘ç_Ÿ’ºâœˆï¸è,5.70E+17,Los Angeles
681448251,0,1,KGervaise,@VirginAmerica I have an unused ticket but moved to a new city where you don't fly. How can I fly with you before it expires? #travelhelp,5.70E+17,Georgia
681448254,0,1,papamurat,@VirginAmerica are flights leaving Dallas for Seattle on time Feb 24?,5.70E+17,
681448256,1,1,arieldaie,@VirginAmerica I'm #elevategold for a good reason: you rock!!,5.70E+17,Los Angeles
681448258,0,1,vacations7,@VirginAmerica  DREAM http://t.co/oA2dRfAoQ2 http://t.co/lWWdAc2kHx,5.70E+17,Turks and caicos
681448260,1,1,ChelseaPoe666,@VirginAmerica wow this just blew my mind,5.70E+17,Oakland via Midwest 
681448262,0,1,BobGlavinVO,@VirginAmerica @ladygaga @carrieunderwood After last night #tribute #SoundOfMusic #Oscars2015 @ladygaga! I think @carrieunderwood agree,5.70E+17,"New York, NY"
681448264,0,1,lisaaiko,@VirginAmerica @ladygaga @carrieunderwood All were entertaining,5.70E+17,
681448265,0,1,grantbrowne,"@VirginAmerica Is flight 769 on it's way? Was supposed to take off 30 minutes ago. Website still shows ""On Time"" not ""In Flight"". Thanks.",5.70E+17,Worldwide
681448267,1,1,joyabsalon,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews all the way though @ladygaga was very impressive! NO to @Carrieunderwood,5.70E+17,Northern Virginia
681448269,0,1,2v,@VirginAmerica wish you flew out of Atlanta... Soon?,5.70E+17,Los Angeles / Atlanta
681448271,0,1,KSmithFoundHere,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews. Hands down.,5.70E+17,
681448273,0,1,papamurat,@VirginAmerica Will flights be leaving Dallas for LA on February 24th?,5.70E+17,
681448275,-1,1,murphicus,@VirginAmerica hi! i'm so excited about your $99 LGA-&gt;DAL deal- but i've been trying 2 book since last week &amp; the page never loads. thx!,5.70E+17,"new york, new york"
681448278,1,1,VinnieFerra,@VirginAmerica you know it. Need it on my spotify stat #guiltypleasures,5.70E+17,"brooklyn, Ny"
681448280,1,1,KevinDemsi,@VirginAmerica @ladygaga @carrieunderwood  I'm Lady Gaga!!! She is amazing! _Ÿ˜_,5.70E+17,"Bali, Republic of Indonesia"
681448282,0,1,giffgaffman,@VirginAmerica @ladygaga @carrieunderwood - Carrie!,5.70E+17,"UK, USA. "
681448284,0,1,HanlonBrothers,@VirginAmerica New marketing song? https://t.co/F2LFULCbQ7 let us know what you think?,5.70E+17,"Gold Coast, Australia"
681448288,0,1,emilybg78,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews first but Lady Gaga wow'd me last night. Carrie? Meh.,5.70E+17,"Stockton, CA"
681448290,-1,1,rachie1126,@VirginAmerica I called a 3-4 weeks ago about adding 3 flights from 2014 to my Elevate...they still haven't shown up...help!,5.70E+17,"New York, NY"
681448292,0,1,adawson66,"@VirginAmerica @ladygaga @carrieunderwood all are great , but I have to go with #CarrieUnderwood _Ÿ˜ç_Ÿ‘Œ",5.70E+17,
681448295,0,1,SocialPLC,"@VirginAmerica @LadyGaga @CarrieUnderwood Sorry, Mary Martin had it first!",5.70E+17,"Twin Cities, Minn."
681448297,1,1,jeffreymace01,@VirginAmerica @ladygaga @carrieunderwood  love all three but you really can't beat the classics!,5.70E+17,
681448299,0,1,1stcrown,@VirginAmerica Flight 0736 DAL to DCA 2/24 2:10pm. Tried to check in could not. Status please.,5.70E+17,USA
681448302,-1,1,onerockgypsy,@VirginAmerica heyyyy guyyyys.. been trying to get through for an hour. can someone call me please? :/,5.70E+17,next city
681448303,-1,1,noelduan,"@VirginAmerica Hi, Virgin! I'm on hold for 40-50 minutes -- are there any earlier flights from LA to NYC tonight; earlier than 11:50pm?",5.70E+17,SF â†” NY
681448306,1,1,Travelzoo,@VirginAmerica Congrats on winning the @Travelzoo award for Best Deals from an Airline (US) http://t.co/kj1iljaebV,5.70E+17,"New York, NY"
681448308,-1,1,gianagon,@VirginAmerica everything was fine until you lost my bag,5.70E+17,New York + Panama
681448310,0,1,bxchen,@virginamerica Need to change reservation. Have Virgin credit card. Do I need to modify on phone to waive change fee? Or can I do online?,5.70E+17,"San Francisco, CA"
681448312,0,1,seimatrun,@VirginAmerica I emailed your customer service team. Let me know if you need the tracking number.,5.70E+17,Los Angeles
681448314,0,1,jamied7,"@VirginAmerica hi I just booked a flight but need to add baggage, how can I do this?",5.70E+17,"London, England"
681448317,-1,1,seimatrun,@VirginAmerica your airline is awesome but your lax loft needs to step up its game. $40 for dirty tables and floors? http://t.co/hy0VrfhjHt,5.70E+17,Los Angeles
681448319,1,1,mrmichaellay,"@VirginAmerica not worried, it's been a great ride in a new plane with great crew. All airlines should be like this.",5.70E+17,Floridian from Cincinnati 
681448320,1,1,TaylorLumsden,@VirginAmerica awesome. I flew yall Sat morning. Any way we can correct my bill ?,5.70E+17,"Dallas, Texas"
681448321,0,1,campusmoviefest,"@VirginAmerica Or watch some of the best student films in the country at 35,000 feet! #CMFat35000feet http://t.co/KEK5pDMGiF",5.70E+17,USA
681448322,0,1,TaylorLumsden,@VirginAmerica first time flying you all. do you have a different rate/policy for media Bags? Thanks,5.70E+17,"Dallas, Texas"
681448324,-1,1,meme_meng,@VirginAmerica what is going on with customer service? Is there anyway to speak to a human asap? Thank you.,5.70E+17,
681448326,0,1,kyle_romanoff,@VirginAmerica what happened to Doom?!,5.70E+17,
681448329,-1,1,GunsNDip,@VirginAmerica why can't you supp the biz traveler like @SouthwestAir  and have customer service like @JetBlue #neverflyvirginforbusiness,5.70E+17,
681448331,1,1,artisticwritr87,@VirginAmerica I've applied more then once to be a member of the #inflight crew team...Im 100% interested. #flightattendant #dreampath -G,5.70E+17,"Seattle, WA"
681448334,-1,1,arieldaie,@VirginAmerica you're the best!! Whenever I (begrudgingly) use any other airline I'm delayed and Late Flight :(,5.70E+17,Los Angeles
681448336,-1,1,GunsNDip,@VirginAmerica I have no interesting flying with you after this. I will Cancelled Flight my next four flights I planned.#neverflyvirginforbusiness,5.70E+17,
681448338,-1,1,GunsNDip,@VirginAmerica it was a disappointing experience which will be shared with every business traveler I meet. #neverflyvirgin,5.70E+17,
681448340,-1,1,jsatk,@VirginAmerica Iâ€™m having trouble adding this flight my wife booked to my Elevate account. Help? http://t.co/pX8hQOKS3R,5.70E+17,"Lower Pacific Heights, SF, CA"
681448342,0,1,serenaklal,@VirginAmerica Can't bring up my reservation online using Flight Booking Problems code,5.70E+17,Chicago
681448345,0,1,openambit1,@VirginAmerica Random Q: what's the distribution of elevate avatars? I bet that kitty has a disproportionate share http://t.co/APtZpuROp4,5.70E+17,
681448347,0,1,cabowine,@VirginAmerica I &lt;3 Flying VA But Life happens and I am trying to #change my trip JPERHI  Can you help.VA home page will not let me ?,5.70E+17,"Los Cabos,Mexico"
681448349,-1,1,MaryAnnTaylorT,@VirginAmerica Why is the site down?  When will it be back up?,5.70E+17,"New York, NY"
681448353,0,1,RamotControl,"@VirginAmerica ""You down with RNP?"" ""Yeah you know me!""",5.70E+17,
681448355,0,1,losermelon,"@VirginAmerica hi, i did not get points on my elevate account for my most recent flight, how do i add the flight and points to my account?",5.70E+17,
681448358,-1,1,AlisonK33774854,@VirginAmerica I like the TV and interesting video . Just disappointed in Cancelled Flightled flight when other flights went out to jfk on Saturday .,5.70E+17,
681448360,-1,1,GunsNDip,"@VirginAmerica just landed in LAX, an hour after I should of been here. Your no Late Flight bag check is not business travel friendly #nomorevirgin",5.70E+17,
681448362,0,1,yazdanagh,@VirginAmerica why is flight 345 redirected?,5.70E+17,
681448364,-1,1,MerchEngines,"@VirginAmerica Is it me, or is your website down?  BTW, your new website isn't a great user experience.  Time for another redesign.",5.70E+17,"Los Angeles, CA"
681448366,-1,1,ColorCartel,@VirginAmerica I can't check in or add a bag. Your website isn't working. I've tried both desktop and mobile http://t.co/AvyqdMpi1Y,5.70E+17,"Austin, TX"
681448369,-1,1,MustBeSpoken,@VirginAmerica - Let 2 scanned in passengers leave the plane than told someone to remove their bag from 1st class bin? #uncomfortable,5.70E+17,
681448371,-1,1,mattbunk,@virginamerica What is your phone number. I can't find who to call about a flight reservation.,5.70E+17,"Sterling Heights, MI"
681448373,-1,1,louisjenny,@VirginAmerica is anyone doing anything there today?  Website is useless and no one is answering the phone.,5.70E+17,Washington DC
681448376,0,1,STravelsW,@VirginAmerica trying to add my boy Prince to my ressie. SF this Thursday @VirginAmerica from LAX http://t.co/GsB2J3c4gM,5.70E+17,"Manhattan Beach, CA"
681448377,-1,1,GunsNDip,@VirginAmerica why must a traveler miss a flight to Late Flight check a bag?  I missed my morning appointments and you lost my business. #sfo2lax,5.70E+17,
681448379,0,1,joeyrenagade,@VirginAmerica check out new music http://t.co/maRcnOCWzn,5.70E+17,Greater Los Angeles
681448382,-1,1,mrmichaellay,@virginamerica how's a direct flight FLL-&gt;SFO have unexpected layover in Vegas 4 fuel yet peeps next to me bought for Vegas flight. #sneaky,5.70E+17,Floridian from Cincinnati 
681448383,-1,1,GunsNDip,@VirginAmerica your no Late Flight bag check just lost you my business. I missed flight and AM apt. Three other people on flight had same exp.,5.70E+17,
681448385,1,1,TheDuchessSF,"@VirginAmerica - amazing customer  service, again! _Ÿ’•_Ÿ’• RaeAnn in SF - she's the best! #customerservice #virginamerica #flying",5.70E+17,Online
681448387,-1,1,BeLeather,@VirginAmerica called your service line and was hung up on. This is awesome. #sarcasm,5.70E+17,
681448389,-1,1,BeLeather,@VirginAmerica your site is tripping. I'm trying to check in and I'm getting the plain text version. I am reluctant to enter any card info.,5.70E+17,
681448391,0,1,drcaseydrake,@VirginAmerica I was scheduled for SFO 2 DAL flight 714 today. Changed to 24th due weather. Looks like flight still on?,5.70E+17,"Dallas, TX"
681448393,1,1,flyfromWAS,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/tZZJhuIbCH #CheapFlights #FareCompare",5.70E+17,"Washington, DC"
681448395,0,1,flyfromSEA,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/RPdBpX3wNd #CheapFlights #FareCompare",5.70E+17,Seattle
681448397,1,1,flyfromNYC,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/B2Xi4YG5T8 #CheapFlights #FareCompare",5.70E+17,"New York City, NY"
681448400,0,1,flyfromLAX,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/QDlJHslOI5 #CheapFlights #FareCompare",5.70E+17,"Los Angeles, CA"
681448402,1,1,Silvanabfer,@VirginAmerica Have a great week _ŸŒ_âœˆ,5.70E+17,
681448404,1,1,AdamJdubs,@VirginAmerica come back to #PHL already. We need you to take us out of this horrible cold. #pleasecomeback http://t.co/gLXFwP6nQH,5.70E+17,Earth
681448406,-1,1,nicholas_v,"@VirginAmerica should I be concerned that I am about to fly on a plane that needs to be delayed due to a ""tech stop""?",5.70E+17,
681448408,1,1,tstashajones,"@VirginAmerica is the best airline I have flown on.Easy to change your reservation,helpful representatives &amp; a comfortable flying experience",5.70E+17,"Halifax, Nova Scotia, Canada"
681448410,1,1,SkateMamas,@VirginAmerica and again! Another rep kicked butt! Naelah represents your team so beautifully!! Thank you!!!,5.70E+17,"Los Angeles, CA"
681448413,1,1,dngoo,@VirginAmerica your beautiful front-end design is down right now; but it was cool to still book my ticket b/c all your back-end was secure.,5.70E+17,"Near a park, water, or lights"
681448415,1,1,SamBrittenham,"@VirginAmerica Love the team running Gate E9 at LAS tonight. Waited for a delayed flight, and they kept things entertaining",5.70E+17,USA
681448419,-1,1,usagibrian,@VirginAmerica Use another browser! 2015 &amp; a brand with a reputation built on tech response doesn't have a cross-browser compatible website?,5.70E+17,San Francisco CA
681448421,-1,1,usagibrian,"@VirginAmerica And now the flight Flight Booking Problems site is totally down. Folks, what is the problem?",5.70E+17,San Francisco CA
681448423,-1,1,KindofLuke,@VirginAmerica I like the customer service but a 40 min delay just for connecting passengers seems too long. VA370,5.70E+17,
681448426,1,1,ptbrodie,@VirginAmerica thanks to your outstanding NYC-JFK crew who moved mountains to get me home to San Francisco tonight!,5.70E+17,San Francisco
681448429,1,1,cheryleng,@VirginAmerica you have the absolute best team and customer service ever.  Every time I fly with you I'm delighted.  Thank you!,5.70E+17,
681448431,0,1,HishamSharaby,"@VirginAmerica Do you provide complimentary upgrades to first class, if there are available seats?",5.70E+17,New York
681448432,-1,1,ChrisFordisHere,@VirginAmerica i need to change my flight thats scheduled in 9 hours and 120 min wait time on phone. Im calling intern. Help!!,5.70E+17,NYC
681448433,1,1,JKF1897,@VirginAmerica completely awesome experience last month BOS-LAS nonstop. Thanks for such an awesome flight and depart time. #VAbeatsJblue,5.70E+17,
681448435,0,1,F6x,@VirginAmerica How can I watch the #Oscars2015 on my JFK-&gt;SFO flight?,5.70E+17,"San Francisco, CA"
681448437,0,1,lawyang588,@VirginAmerica is flight 882 Cancelled Flightled and what do I do if it is?,5.70E+17,
681448440,-1,1,melokudo,@VirginAmerica you are failing your customers because your check in process does not link to TSA pre-check.,5.70E+17,
681448442,-1,1,ChrysiChrysic,@VirginAmerica @FiDiFamilies us too! Terrible airline! Just gave us a hotel hotline number and said sorry,5.70E+17,
681448444,0,1,nikkisixxfan93,@VirginAmerica has flight number 276 from SFO to Cabo San Lucas arrived yet?,5.70E+17,"Sacramento,California"
681448446,-1,1,ChrysiChrysic,@VirginAmerica @ChrysiChrysic your assistance yesterday when u Cancelled Flightled our flight was to give us a hotel hotline  Shame on you!,5.70E+17,
681448448,-1,1,MOCBlogger,@VirginAmerica Another delayed flight? #likingyoulessandless,5.70E+17,San Diego
681448451,-1,1,tfaz,@VirginAmerica I need to register a service dog for a first class ticket from SFO &gt; Dulles. The phone queue is an hour or longer. Pls advise,5.70E+17,"Oakland, California"
681448453,1,1,lisaptv,@virginamerica you ROCK for making it so I can watch #Oscars on my flight!! #redcarpet #oscars #oscars2015,5.70E+17,
681448455,0,1,dropapp,"@VirginAmerica, @reallytallchris dropped a track on you... https://t.co/zv2pt6TRK9",5.70E+17,
681448457,1,1,HollywoodHotMom,@VirginAmerica always!!! Xoxo,5.70E+17,All Over!
681448459,-1,1,GoShar2012,@VirginAmerica why can't we book seats on your flights when we buy them or even during check in? Creates so much anxiety! #frustrated,5.70E+17,"Providence, RI"
681448461,-1,1,MOCBlogger,@VirginAmerica You'd think paying an extra $100 bucks RT for luggage might afford you hiring an extra hand at @sfo #lame,5.70E+17,San Diego
681448464,1,1,SkateMamas,@VirginAmerica best customer service rep in the world! #irmafromDallas takes the cake!!!,5.70E+17,"Los Angeles, CA"
681448466,0,1,FiDiFamilies,@VirginAmerica Can you find us a flt out of LAX that is sooner than midnight on Monday? That would be great customer service _Ÿ˜ƒ,5.70E+17,New York City 
681448468,-1,1,jarrydosborne,@VirginAmerica please provide status for flight 769.  I cant imagine it's on time as the Web indicates  dude to weather here and/or Dallas,5.70E+17,New York
681448470,1,1,HollywoodHotMom,@VirginAmerica you have amazing staff &amp; super helpful as I just ran the @WaltDisneyWorld #PrincessHalf they have spoiled me with comfort!!!,5.70E+17,All Over!
681448471,-1,1,mlorenzen,"@VirginAmerica I paid the premium to fly you across the country, you Cancelled Flight my flight and offer no check fee or upgrade love? Sad face :(",5.70E+17,"iPhone: 29.741360,-90.131523"
681448474,-1,1,Tyler_Starrine,@VirginAmerica question: is it not possible to book a seat for an infant under 2? It's not giving me the option but we want a seat for him.,5.70E+17,Los Angeles
681448476,1,1,jessicajaymes,Always have it together!!! You're welcome! RT @VirginAmerica: @jessicajaymes You're so welcome.,5.70E+17,"hollywood, california"
681448478,1,1,livingfitly,@virginamerica #flight home to #dc #sunset #globe in' #backtowinter back to #work! #refreshed http://t.co/VX9vBCTdLf,5.70E+17,"Washington, DC"
681448480,-1,1,khartline,.@VirginAmerica I don't understand why you need a DM to give me an answer on if you have a damaged luggage policy.,5.70E+17,Las Vegas
681448484,-1,1,khartline,.@VirginAmerica does that mean you don't have a policy for destroyed luggage?,5.70E+17,Las Vegas
681448487,0,1,MACRoxburgh,@VirginAmerica is there special assistance if I travel alone w/2 kids and 1 infant? Priority boarding?,5.70E+17,
681448488,1,1,paulnakada,@VirginAmerica thank you for checking in. tickets are purchased and customer is happy ;-),5.70E+17,San Francisco
681448489,0,1,wildcatdad,@VirginAmerica is your website ever coming back online?,5.70E+17,
681448491,0,1,RheaThurman1,"@VirginAmerica  - Is Flight 713 from Love Field to SFO definitely Cancelled Flightled for Monday, February 23?",5.70E+17,
681448496,0,1,Osiris91780,@VirginAmerica Is flight 0769 out of LGA to DFW on time?,5.70E+17,
681448498,0,1,HeatherWhoo,@VirginAmerica my drivers license is expired by a little over a month. Can I fly Friday morning using my expired license?,5.70E+17,
681448500,-1,1,paulnakada,@VirginAmerica having problems Flight Booking Problems on the web site. keeps giving me an error and to contact by phone.  phone is 30 minute wait.,5.70E+17,San Francisco
681448502,-1,1,RampantSmashing,@VirginAmerica How do I reschedule my Cancelled Flightled flights online? The change button is greyed out!,5.70E+17,CA
681448504,-1,1,intlwriter,"@VirginAmerica I rang, but there is a wait for 35 minutes!! I can book the same ticket through a vendor, fix your site",5.70E+17,@ the moment in New Delhi
681448506,-1,1,finslippy,"@VirginAmerica got a flight (we were told) for 4:50 today..,checked my email and its for 4;50 TOMORROW. This is unacceptable.",5.70E+17,Brooklyn
681448509,-1,1,finslippy,"@VirginAmerica our flight into lga was Cancelled Flighted. We're stuck in Dallas. I called to reschedule, told I could get a flight for today...(1/2)",5.70E+17,Brooklyn
681448511,-1,1,Gr8Fratsby,@virginamerica why don't any of the pairings include red wine?! Only white is offered :( #redwineisbetter,5.70E+17,"Washington, DC"
681448513,-1,1,sbaaronson,@VirginAmerica is the website down?,5.70E+17,Los Angeles
681448515,-1,1,jonesbasf,@VirginAmerica - Your site seems a little wonked right now. May want to have a look. Tried on two browsers. No CSS? http://t.co/8qsQMM7KF2,5.70E+17,
681448517,-1,1,Gr8Fratsby,@VirginAmerica I'm disappointed that the agent at the designated silver status check in line @Dulles_Airport closed to assist all pasengers,5.69E+17,"Washington, DC"
681448520,0,1,NewsSWA,@VirginAmerica Plans to Include Austin to its Dallas Route - TopNews Arab #Emirates http://t.co/aqZWecOkk2,5.69E+17,FL410
681448522,-1,1,CSHangover,@VirginAmerica Is it normal to receive no reply from Central Baggage #baggageissues #smh,5.69E+17,Tokyo
681448524,-1,1,girlphotophilly,@VirginAmerica at Logan airport and waiting to checkin for my 9am flight. Checkin desk not open !!!!! Why?!,5.69E+17,"Philadelphia, Pa"
681448527,0,1,NewsSWA,@VirginAmerica to jump into the Dallas-Austin market - @Dallas_News http://t.co/EwwGi97gdx,5.69E+17,FL410
681448529,0,1,NewsSWA,"@VirginAmerica Beats EPS Views, Takes On #SouthwestAir VA LUV - Investor's Business Daily http://t.co/FLwmGDAHxu",5.69E+17,FL410
681448531,0,1,Graemelodge5545,@VirginAmerica Lister to my show my on Monday 1230 130,5.69E+17,
681448533,0,1,NewsSWA,@VirginAmerica to begin Dallas-Austin #flights in April - 88.9 KETR http://t.co/SSUVWwkyHH,5.69E+17,FL410
681448535,-1,1,Boards707,"@VirginAmerica congrats, you just got all my business from EWR to SFO/LAX. Fuck you @united fl1289 SFO/EWR was the clincher...",5.69E+17,"Belmar, NJ"
681448538,-1,1,MikeWiener,@VirginAmerica  I applied over 2 weeks ago. Haven't heard back and I'm flying this week #disappointed,5.69E+17,
681448540,0,1,khartline,@VirginAmerica I'd love to know what your policy is for damaged luggage.,5.69E+17,Las Vegas
681448542,1,1,simpasmore,@VirginAmerica Thank you for the follow,5.69E+17,Barbados 
681448543,-1,1,ChrysiChrysic,@VirginAmerica - too many apologies! You r the worse airlines! Don't even respond to your cudtomers,5.69E+17,
681448545,-1,1,ChrysiChrysic,@VirginAmerica shame on VA for making people spend money in stranded cities when other airlines are landing at JFK! Who will reimburse me?,5.69E+17,
681448547,0,1,TTINAC11,@VirginAmerica @TTINAC11 I DM you,5.69E+17,"Las Vegas, NV"
681448551,0,1,elaurawrr,@VirginAmerica can you please have flights in  SJC ? I have no choice but to fly Southwest to Vegas _Ÿ˜©_Ÿ˜_,5.69E+17,
681448553,-1,1,joyabsalon,@VirginAmerica too bad you say it takes 10 to 14 days via YOUR confirmation email. When I inquired after 3 weeks you claim 6 to 8 weeks!,5.69E+17,Northern Virginia
681448555,-1,1,meladorri,@VirginAmerica Flight from BOS &gt; LAS tomorrow was Cancelled Flightled. No notification; wait times are 1+ hour. Will you rebook on another airline?,5.69E+17,"Boston, MA"
681448558,1,1,miaerolinea,_Ÿ˜_ RT @VirginAmerica: Youâ€™ve met your match. Got status on another airline? Upgrade (+restr): http://t.co/RHKaMx9VF5. http://t.co/PYalebgkJt,5.69E+17,Worldwide
681448560,1,1,archiegips,@VirginAmerica Only way to fly! #Elevate #Gold,5.69E+17,LaLa Land
681448562,0,1,obiwantoby,@VirginAmerica If only you guys had flights from CMH.,5.69E+17,
681448564,-1,1,MarwaYousofzoy,"@VirginAmerica a lot of ""apologies"" being thrown out to customers from what I can see.Very sad. Thanks for nothing. Worst airline ever.",5.69E+17,
681448566,-1,1,TTINAC11,@VirginAmerica  for all my flight stuff wrong and did nothing about it. Had #worst #flight ever,5.69E+17,"Las Vegas, NV"
681448568,0,1,TheNotoriousLEX,@VirginAmerica Having an issue finding a missing item on a plane. Can you help me find which airport my plane headed to next?,5.69E+17,Chicago 
681448570,1,1,advertisingdiva,@VirginAmerica you will match my #AmericanAirlines status? Cool!,5.69E+17,DC - LA - Venice Beach
